word,level,frequency_ranking,pos,pinyin,definitions,source
新娘,4,4498,noun,xīnniáng,bride | concubine,kaikki
新奇,7,13235,adjective,xīnqí,novel; new; original in an interesting way,kaikki
新人,6,4775,noun,xīnrén,newly married couple; newlyweds; bride and groom | newcomer; new member; rookie | new talent; new personality | people of a new type; people with new ethics; people in the spirit of the times | new person; person who has turned over a new leaf and is making a fresh start | bride | new lover | newly married wife (as opposed to the previous wife) | newly married concubine | newly married husband (as opposed to the previous husband) | Homo sapiens sapiens | bridegroom | bridegroom (man about to be married) | bride | new staff or personnel,kaikki
新生,7,6116,adjective,xīnshēng,newborn; recently born | recent; occurred or surfaced a short while ago; nascent; emerging,kaikki
新生,7,6116,noun,xīnshēng,new life | new student,kaikki
新生,7,6116,verb,xīnshēng,to be born again; to be reborn; (figurative) to be revived,kaikki
新式,7,15606,adjective,xīnshì,stylish; modern,kaikki
新手,7,10247,noun,xīnshǒu,beginner; novice; newcomer,kaikki
新闻,2,805,noun,xīnwén,news (reports of current events) | recent events | new knowledge,kaikki
新鲜,4,2651,adjective,xīnxiān,fresh | new; novel | brightly coloured | rare; unusual; odd; strange,kaikki
新型,4,7169,adjective,xīnxíng,new-style; new-type; new,kaikki
新兴,6,17047,adjective,xīnxīng,rising; burgeoning; new and developing; emerging; burgeoning,kaikki
新兴,6,17047,noun,xīnxìng,new interest; new hobby,kaikki
新颖,7,15260,adjective,xīnyǐng,novel; new and original,kaikki
薪水,6,7554,noun,xīnshuǐ,wage; salary; pay; remuneration | daily necessity,kaikki
信,2,419,noun,xìn,letter | mail | confidence | trust | at will | at random,drkameleon
信,2,419,verb,xìn,to trust | to believe | to profess faith in,drkameleon
信,2,419,adjective,xìn,truthful,drkameleon
信贷,7,12373,noun,xìndài,credit (of a financial nature),kaikki
信封,3,10268,noun,xìnfēng,envelope,kaikki
信号,2,1815,noun,xìnhào,signal | data,kaikki
信件,7,9107,noun,xìnjiàn,letter; written message; correspondence,kaikki
信赖,7,8119,verb,xìnlài,to trust; to count on; to have faith in; to have confidence in,kaikki
信念,5,5379,noun,xìnniàn,conviction; faith; belief,kaikki
信任,3,1963,verb,xìnrèn,to trust; to have confidence in,kaikki
信息,2,612,noun,xìnxī,information | message (information conveyed),kaikki
信箱,5,10392,noun,xìnxiāng,mailbox; letter box (private receptacle) | post-office box (box in post office station) | post box (public collection box),kaikki
信心,2,2405,noun,xìnxīn,confidence | conviction; faith,kaikki
信仰,6,3912,verb,xìnyǎng,"to believe in (an ideology, faith or religion); to have faith in",kaikki
信仰,6,3912,noun,xìnyǎng,belief; faith,kaikki
信用,6,5789,noun,xìnyòng,credit; creditworthiness | trustworthiness,kaikki
信用,6,5789,verb,xìnyòng,to trust and appoint | to believe,kaikki
信用卡,2,3960,noun,xìnyòngkǎ,credit card,kaikki
信誉,7,10182,noun,xìnyù,trustworthiness and reputation | credit; creditworthiness,kaikki
星期,1,1956,noun,xīngqī,"week | day of the week (when used with a number, 日 or 天) | Sunday | wedding day",kaikki
星期日,1,12997,noun,xīngqīrì,Sunday,kaikki
星期天,1,7577,noun,xīngqītiān,Sunday,kaikki
星星,2,4903,noun,xīngxīng | xīngxing,tiny spot; speck | star | the Star,kaikki
星星,2,4903,adjective,xīngxīng,salt-and-pepper; grizzled,kaikki
星座,7,6353,noun,xīngzuò,constellation | astrological sign; star sign,kaikki
猩猩,7,15070,noun,xīngxing,"An unspecified kind of ape; generally assumed to be gibbons or orangutans, since they are the only ones geographically possible. | orangutan",kaikki
腥,7,15338,adjective,xīng,fishy (smell),drkameleon
刑法,7,15273,noun,xíngfǎ | xíngfa,criminal law | criminal code; penal code | unlawful corporal punishment imposed on prisoners; torture,kaikki
刑事,6,5397,noun,xíng shì,criminal; penal,drkameleon
刑事,6,5397,adjective,xíngshì,penal; criminal,kaikki
行,1,272,noun,háng | xíng,row | line | commercial firm | line of business | profession | a visit | temporary | makeshift | current | in circulation | all right | will do | behavior | conduct,drkameleon
行,1,272,verb,háng | xíng,"to rank (first, second etc) among one's siblings (by age) | to walk | to go | to travel | to do | to perform",drkameleon
行,1,272,adverb,háng | xíng,(in data tables) row,drkameleon
行,1,272,adjective,háng | xíng,capable | competent | effective | OK!,drkameleon
行程,6,6301,noun,xíngchéng,route; travel distance | trip; journey; excursion | process; course | process | stroke,kaikki
行动,2,666,verb,xíngdòng,to act; to take action | to move about; to get about; to be mobile,kaikki
行动,2,666,noun,xíngdòng,action; act | movement | operation; campaign,kaikki
行动,2,666,adjective,xíngdòng,mobile; portable,kaikki
行动,2,666,adverb,xíngdòng,often; frequently; happening easily,kaikki
行家,7,15474,noun,hángjiā,expert; connoisseur; cognoscente,kaikki
行李,3,4886,noun,xínglǐ,belongings one carries for travelling; luggage; baggage | herald; messenger,kaikki
行李箱,3,16680,noun,xínglǐxiāng,suitcase; trunk | luggage compartment,kaikki
行列,7,8922,noun,hángliè,row or column | ranks; procession; rows,kaikki
行情,7,10951,noun,hángqíng,market conditions,kaikki
行情,7,10951,adjective,hángqíng,many; a lot,kaikki
行人,2,10141,noun,xíngrén,"one who walks; pedestrian; foot passenger; passerby | traveller on foot, or person who goes out to battle (i.e. one who goes on a military expedition) | envoy; messenger | official responsible for arranging audiences with the emperor | matchmaker",kaikki
行使,7,8152,verb,xíngshǐ,"to exercise (one's power, authority etc.)",kaikki
行驶,5,5640,verb,xíngshǐ,to travel along a route; to go,kaikki
行为,2,734,noun,xíngwéi,behavior; comportment; conduct | action; activity; act,kaikki
行业,4,2346,noun,hángyè,line of work; profession; industry; trade; business,kaikki
行政,7,3843,noun,xíngzhèng,administration; administration of government | executive (branch of government),kaikki
行政,7,3843,adjective,xíngzhèng,administrative | executive,kaikki
行政,7,3843,verb,xíngzhèng,to execute power; to administer (of a nation-state),kaikki
行走,7,6775,verb,xíngzǒu,to walk,kaikki
形,6,2745,other,xíng,to appear | to look | form | shape,drkameleon
形成,3,2335,verb,xíngchéng,to form (after undergoing many changes); to take shape; to evolve and become (a certain form) | to constitute; to represent; to amount to,kaikki
形容,4,4235,verb,xíngróng,to describe,kaikki
形容,4,4235,noun,xíngróng,facial appearance; looks; countenance,kaikki
形式,3,2476,noun,xíngshì,form (visible shape) | form (as opposed to content),kaikki
形式,3,2476,adjective,xíngshì,"formal (concerned with outward form, as opposed to content)",kaikki
形势,4,3741,noun,xíngshì,terrain; landform; topography | situation; state,kaikki
形态,5,8215,noun,xíngtài,shape; form; pattern | morphology,kaikki
形象,3,2124,noun,xíngxiàng,"image (visual appearance, or public perception) | form; appearance",kaikki
形象,3,2124,adjective,xíngxiàng,having imagery; expressive; graphic,kaikki
形形色色,7,22513,idiom,xíngxíngsèsè,of all hues; all kinds of; assorted and varied,kaikki
形影不离,7,24715,verb,xíng yǐng bù lí,inseparable (as form and shadow),drkameleon
形影不离,7,24715,idiom,xíngyǐngbùlí,inseparable like form and shadow,kaikki
形状,3,5839,noun,xíngzhuàng,form; appearance | shape,kaikki
型,4,1361,noun,xíng,mold | type | style | model,drkameleon
型号,4,7153,noun,xínghào,model; type; model number,kaikki
醒,4,1399,verb,xǐng,to wake up | to be awake | to become aware | to sober up | to come to,drkameleon
醒来,7,3258,verb,xǐnglái,to wake up; to waken (to become awake),kaikki
醒目,7,12299,adjective,xǐngmù,eye-catching; flashy | intelligent; bright; smart; clever,kaikki
醒悟,7,16036,verb,xǐngwù,to wake up to reality; to come to realize,kaikki
兴奋,4,1839,adjective,xīngfèn,excited,kaikki
兴奋,4,1839,noun,xīngfèn,stimulation; excitation,kaikki
兴奋,4,1839,verb,xīngfèn,to excite; to stimulate,kaikki
兴奋剂,7,11692,noun,xīngfènjì,stimulant | performance-enhancing drug,kaikki
兴高采烈,7,21103,idiom,xìnggāocǎiliè,elated; ecstatic; jubilant; delighted,kaikki
兴建,7,17808,verb,xīngjiàn,to build; to construct,kaikki
兴隆,6,26149,adjective,xīnglóng,prosperous; thriving; flourishing; booming,kaikki
兴起,7,12036,verb,xīngqǐ | xìngqǐ,to rise; to spring up; to be on the upgrade | to be carried away by a whim; to be prompted by a sudden impulse,kaikki
兴趣,4,1847,noun,xìngqù,interest (feeling of curiosity about something) | interest (activity or subject one enjoys),kaikki
兴旺,6,21132,adjective,xīngwàng,booming; prosperous; thriving,kaikki
兴致,7,13570,noun,xìngzhì,interest in doing something; mood to enjoy; spirits,kaikki
兴致勃勃,6,26094,idiom,xìngzhìbóbó,full of interest and enthusiasm,kaikki
姓,2,3576,noun,xìng,family name | surname,drkameleon
姓,2,3576,verb,xìng,to be surnamed,drkameleon
姓名,2,4286,noun,xìngmíng,full name (of a person),kaikki
姓氏,7,14616,noun,xìngshì,family name; surname,kaikki
幸存,7,15246,verb,xìngcún,to survive,kaikki
幸福,3,928,noun,xìngfú,sense of contentment stemming from having a blessed and fulfilled life; blissful life or living circumstances; happiness,kaikki
幸福,3,928,adjective,xìngfú,blessed and satisfactory; consummate; joyful; (of a person) living a blessed and contented life,kaikki
幸好,7,5735,adverb,xìnghǎo,fortunately; luckily,kaikki
幸亏,7,10426,adverb,xìngkuī,fortunately; luckily,kaikki
幸免,7,17067,verb,xìngmiǎn,to luckily avoid; to escape by sheer luck; to narrowly miss; to have a narrow escape,kaikki
幸运,3,1830,adjective,xìngyùn,lucky; fortunate,kaikki
幸运,3,1830,noun,xìngyùn,good luck,kaikki
性,3,775,noun,xìng,"nature | character | property | quality | attribute | sexuality | sex | gender | suffix forming adjective from verb | suffix forming noun from adjective, corresponding to -ness or -ity | essence",drkameleon
性别,3,6513,noun,xìngbié,sex; gender | gender,kaikki
性感,6,2157,noun,xìnggǎn,sex appeal; sexiness,kaikki
性感,6,2157,adjective,xìnggǎn,sexy; sexually attractive; hot; desirable,kaikki
性格,3,3053,noun,xìnggé,personality; nature; temperament; disposition,kaikki
性价比,7,1000000,noun,xìngjiàbǐ,price-performance ratio; value for money,kaikki
性命,7,6391,noun,xìngmìng,life; survival,kaikki
性能,5,8457,noun,xìngnéng,function; capacity (of a machine) | performance; efficiency (of a machine),kaikki
性情,7,13762,noun,xìngqíng,disposition; temper; temperament,kaikki
性质,4,6027,noun,xìngzhì,character; nature; intrinsic quality; essence,kaikki
凶,6,4364,adjective,xiōng,terrible | fearful | vicious | fierce,drkameleon
凶,6,4364,noun,xiōng,ominous | inauspicious | famine,drkameleon
凶残,7,12697,adjective,xiōngcán,fierce and cruel; savage and cruel,kaikki
凶残,7,12697,noun,xiōngcán,fierce and cruel person,kaikki
凶恶,7,21192,adjective,xiōng'è,savage; fierce; ferocious,kaikki
凶狠,7,16248,adjective,xiōnghěn,fierce and malicious; ferocious | fierce; powerful; vigorous,kaikki
凶猛,7,13921,adjective,xiōngměng,violent; ferocious,kaikki
凶手,6,5045,noun,xiōngshǒu,murderer; killer,kaikki
兄弟,4,1060,noun,xiōngdì | xiōngdi,brother | brethren; brothers and sisters; siblings | brothers; close friends; good friends | term to address fellow/peer-netizens on social media platforms | gangster | groomsman | younger brother | my brother; bro (A term of address for a close friend of similar age or younger),kaikki
兄弟,4,1060,pronoun,xiōngdi,A humble term of self-address used by a man to people of the same generation.,kaikki
汹涌,7,16474,verb,xiōngyǒng,"to surge up violently (of oceans, rivers, lakes, etc.)",kaikki
汹涌,7,16474,adjective,xiōngyǒng,tempestuous; turbulent,kaikki
胸,5,2291,noun,xiōng,chest | heart | mind | thorax,drkameleon
胸,5,2291,adjective,xiōng,bosom,drkameleon
胸部,4,5077,noun,xiōngbù,chest; thorax | breast; bosom,kaikki
胸怀,6,17578,noun,xiōnghuái,chest; bosom | mind; heart; ambition,kaikki
胸怀,6,17578,adjective,xiōng huái,broad-minded and open,drkameleon
胸怀,6,17578,verb,xiōnghuái,to keep in the mind; to cherish,kaikki
胸膛,7,14528,noun,xiōngtáng,chest; thorax,kaikki
胸有成竹,7,26904,verb,xiōng yǒu chéng zhú,(idiom) to have a well thought out plan in mind,drkameleon
胸有成竹,7,26904,idiom,xiōngyǒuchéngzhú,to have a well-thought-out plan; to plan in advance,kaikki
雄厚,7,19383,adjective,xiónghòu,more than sufficient; rich; solid; abundant; enormous,kaikki
雄伟,5,21406,adjective,xióngwěi,majestic; grand; magnificent | tall and sturdy,kaikki
熊,5,2749,noun,xióng,bear | (coll.) to scold | to rebuke | (coll.) weak | incapable,drkameleon
熊猫,3,7123,noun,xióngmāo,panda,kaikki
休假,2,7947,verb,xiūjià,to take a vacation; to go on holiday; to be on leave,kaikki
休克,7,11253,verb,xiūkè,to go into shock,kaikki
休克,7,11253,noun,xiūkè,shock,kaikki
休眠,7,25787,verb,xiūmián,to lie dormant; to be in dormancy,kaikki
休息,1,1225,verb,xiūxi,to rest; to take a break,kaikki
休闲,5,5276,verb,xiūxián,to be at leisure | to lie fallow; to be unused,kaikki
休想,7,17275,verb,xiūxiǎng,to not imagine that it's possible,kaikki
休养,7,18052,verb,xiūyǎng,to recuperate; to rest and recover; to convalesce,kaikki
修,3,1778,verb,xiū,to decorate | to embellish | to repair | to build | to write | to cultivate | to study | to take (a class),drkameleon
修补,7,10271,verb,xiūbǔ,to mend; to repair; to restore; to renew; to patch up; to revamp,kaikki
修订,7,15186,verb,xiūdìng,to revise (a text); to emend,kaikki
修复,5,4833,verb,xiūfù,"to repair and restore (to a former state); to remediate (soil, land, water, etc.) | to improve and resume (relations)",kaikki
修改,3,3871,verb,xiūgǎi,to revise; to alter; to modify; to amend; to rework; to revamp; to mend | to change; to alter; to modify,kaikki
修建,5,8670,verb,xiūjiàn,to build; to construct,kaikki
修理,4,5879,verb,xiūlǐ,to repair; to fix; to mend | to trim; to prune; to clip | to punish,kaikki
修路,7,21675,verb,xiūlù,to mend a road; to repair the roads,kaikki
修养,5,13316,noun,xiūyǎng,accomplishment; mastery; training | self-cultivation; self-improvement | quality; sense of morals; integrity,kaikki
修养,5,13316,verb,xiūyǎng,to cultivate one's moral character; to practice self-cultivation,kaikki
修长,7,18026,adjective,xiūcháng,long and thin; tall and slender,kaikki
修长,7,18026,noun,xiū cháng,lanky,drkameleon
修正,7,8722,verb,xiūzhèng,to revise; to amend; to correct,kaikki
修正,7,8722,adjective,xiūzhèng,kind-hearted and upright,kaikki
羞耻,6,16207,noun,xiūchǐ,disgrace; shame,kaikki
羞耻,6,16207,adjective,xiūchǐ,shameful; disgraceful,kaikki
羞愧,7,13779,verb,xiū kuì,ashamed,drkameleon
