word,level,frequency_ranking,pos,pinyin,definitions,source
清澈,6,14725,adjective,qīngchè,clean and clear,kaikki
清晨,5,7008,noun,qīngchén,early morning,kaikki
清除,7,4835,verb,qīngchú,to clear away; to eliminate,kaikki
清楚,2,766,adjective,qīngchu,clear; lucid | clear (about a matter); unambiguous | plain; distinct; obvious | tidy; neat; refined | pure; innocent,kaikki
清楚,2,766,verb,qīngchu,to understand; to know; to comprehend,kaikki
清楚,2,766,adverb,qīngchu,"clearly | until a matter is clear (making sense, unambiguous, etc.)",kaikki
清脆,7,31431,adjective,qīngcuì,ringing (laugh); brisk (voice); sharp (crack sound); clear and melodious (singing) | crisp,kaikki
清单,7,7718,noun,qīngdān,detailed list; list of items; inventory,kaikki
清淡,7,17042,adjective,qīngdàn,light; mild; not greasy or strongly flavoured | delicate; weak; slight | slack; sluggish; slow | fresh and elegant,kaikki
清洁,6,4675,adjective,qīngjié,clean; unsoiled | unpolluted; uncontaminated | environmentally sustainable; clean | pure; honest,kaikki
清洁,6,4675,verb,qīngjié,to clean,kaikki
清洁工,6,15257,noun,qīngjiégōng,cleaner; sanitation worker,kaikki
清静,7,16392,adjective,qīngjìng,tranquil; quiet; peaceful,kaikki
清理,5,2808,verb,qīnglǐ,to clean; to tidy up; to arrange | to deal with; to handle | to clear (accounts); to settle; to liquidate | to understand things; to be sensible | to bring under control; to pacify and govern,kaikki
清凉,7,17723,adjective,qīngliáng,cool; refreshing | scanty (of clothing); scantily clad; thinly dressed,kaikki
清明,7,33512,adjective,qīngmíng,clear and bright | sober and calm; (of a patient's mind) clear | well-ordered | peaceful (times),kaikki
清晰,7,4178,adjective,qīngxī,distinct; clear,kaikki
清洗,6,6124,verb,qīngxǐ,to cleanse; to clean; to wash | to purge; to cleanse,kaikki
清新,7,6188,adjective,qīngxīn,refreshing; fresh | original; elegant; imaginative,kaikki
清新,7,6188,verb,qīngxīn,to refresh; to freshen up,kaikki
清醒,4,3278,adjective,qīngxǐng,clear-headed; sober,kaikki
清醒,4,3278,verb,qīngxǐng,to regain consciousness; to sober up; to awake | to clear (the mind); to sober up; to awaken,kaikki
清真,6,35108,adjective,qīngzhēn,"halal or qingzhen; permissible according to Muslim religious customs, especially of food preparation | naive; artless | pure; sincere",kaikki
清真寺,7,17637,noun,qīngzhēnsì,mosque,kaikki
情,7,966,noun,qíng,feeling | emotion | passion | situation,drkameleon
情报,7,2886,noun,qíngbào,information; intelligence,kaikki
情不自禁,7,11914,idiom,qíngbùzìjīn,cannot hold back one's emotion; can't help,kaikki
情调,7,14562,noun,qíngdiào,feeling; sentiment | characteristic; flavour,kaikki
情感,3,2942,noun,qínggǎn,emotion; feeling | affection,kaikki
情怀,7,20753,noun,qínghuái,feelings; mood,kaikki
情节,5,4390,noun,qíngjié,plot; story; synopsis | circumstances (of a crime or mistake); situation,kaikki
情结,7,12330,noun,qíngjié,"complex (core pattern of emotions, memories, perceptions, and wishes in the personal unconscious)",kaikki
情景,4,5196,noun,qíngjǐng,scene; sight; time; circumstance | feelings and scenes,kaikki
情况,3,245,noun,qíngkuàng,situation; status; circumstances,kaikki
情理,6,20406,noun,qínglǐ,reason; sense,kaikki
情侣,7,5325,noun,qínglǚ,sweetheart; lover; lovebird; life partner,kaikki
情人,7,4038,noun,qíngrén,lover; sweetheart,kaikki
情形,5,4038,noun,qíngxíng,time; circumstance; scene,kaikki
情绪,6,1810,noun,qíngxù,feeling; mood; emotions; state of mind | bad mood; moodiness,kaikki
情谊,7,15880,noun,qíngyì,friendship; camaraderie,kaikki
情愿,7,9439,verb,qíngyuàn,to be willing to,kaikki
情愿,7,9439,adverb,qíngyuàn,would rather; would prefer; it would be better if,kaikki
晴,2,9343,verb,qíng,clear | fine (weather),drkameleon
晴朗,5,15483,adjective,qínglǎng,bright; sunny,kaikki
晴天,2,14859,noun,qíngtiān,sunny day; clear weather; fine weather,kaikki
请,1,216,verb,qǐng,to ask | to invite | please (do sth) | to treat (to a meal etc) | to request,drkameleon
请假,1,10134,verb,qǐngjià,to request time off; to ask for leave,kaikki
请柬,7,22818,noun,qǐngjiǎn,invitation card; invitation,kaikki
请教,3,11806,verb,qǐngjiào,to consult with; to ask for advice; to confer with,kaikki
请客,2,9854,verb,qǐngkè,"to treat or shout somebody (usually to a meal), especially to congratulate or befriend | to entertain guests",kaikki
请求,2,2837,verb,qǐngqiú,to ask; to request; to entreat; to beg,kaikki
请求,2,2837,noun,qǐngqiú,request; requirement; entreatment | request (message sent over a network to a server),kaikki
请示,6,18413,verb,qǐngshì,to request for instructions; to refer to (a higher authority),kaikki
请示,6,18413,noun,qǐngshì,written request for instructions,kaikki
请问,1,3689,verb,qǐngwèn,please; excuse me; may I ask?; may I know?,kaikki
请坐,1,37277,verb,qǐng zuò,"please, have a seat",drkameleon
请坐,1,37277,idiom,qǐng zuò,please sit down; please be seated,kaikki
庆典,7,8812,noun,qìngdiǎn,celebration; formal celebration (e.g. of an anniversary),kaikki
庆贺,7,18065,verb,qìnghè,to celebrate; to congratulate,kaikki
庆幸,7,7531,verb,qìngxìng,to celebrate success,kaikki
庆祝,3,2543,verb,qìngzhù,to celebrate (to acknowledge an event with a social gathering or enjoyable activity),kaikki
穷,4,4355,adjective,qióng,poor | destitute | (coll.) persistently and pointlessly,drkameleon
穷,4,4355,verb,qióng,to use up | to exhaust,drkameleon
穷,4,4355,adverb,qióng,thoroughly | extremely,drkameleon
穷人,4,6993,noun,qióngrén,poor person; poor people; the poor,kaikki
丘陵,7,26657,noun,qiūlíng,continuous stretch of hills,kaikki
秋,3,5603,noun,qiū,autumn | fall | harvest time,drkameleon
秋季,4,8932,noun,qiūjì,autumn,kaikki
秋天,2,7055,noun,qiūtiān,autumn; fall | autumn sky; fall sky,kaikki
囚犯,7,8699,noun,qiúfàn,prisoner; inmate,kaikki
求,2,497,verb,qiú,to seek | to look for | to request | to demand | to beseech,drkameleon
求婚,7,8095,verb,qiúhūn,to propose to; to make an offer of marriage,kaikki
求救,7,10263,verb,qiújiù,to ask somebody to come to the rescue; to cry for help,kaikki
求学,7,28724,verb,qiúxué,to seek knowledge | to study; to attend school,kaikki
求医,7,37285,verb,qiúyī,to seek medical care,kaikki
求证,7,18393,verb,qiúzhèng,to seek to prove; to seek evidence or verification,kaikki
求职,6,16584,verb,qiúzhí,to look for a job; to seek employment,kaikki
求助,7,7221,verb,qiúzhù,to seek help; to ask for assistance,kaikki
球,1,518,noun,qiú,ball | sphere | globe | ball game | match,drkameleon
球场,2,4445,noun,qiúchǎng,field; ground; court; pitch; ballpark,kaikki
球队,2,2340,noun,qiúduì,team (in a ball game),kaikki
球迷,3,4097,noun,qiúmí,ball game fan (e.g. a soccer fan),kaikki
球拍,6,25915,noun,qiúpāi,bat; racket,kaikki
球鞋,2,17153,noun,qiúxié,sneakers; trainers; athletic shoes,kaikki
球星,6,11348,noun,qiúxīng,ball-game star; sports star (of a ball sport),kaikki
球员,6,2445,noun,qiúyuán,ball player,kaikki
区,3,638,noun,qū,area | region | district | small | distinguish,drkameleon
区别,3,2566,noun,qūbié,difference; distinction; differentiation,kaikki
区别,3,2566,verb,qūbié,to distinguish; to differentiate,kaikki
区分,6,8298,verb,qūfēn,to differentiate; to distinguish; to set apart,kaikki
区域,5,1701,noun,qūyù,zone; region; area; district | domain (connected open set),kaikki
区域,5,1701,adjective,qūyù,regional,kaikki
曲,7,2509,adjective,qǔ | qū,bent | crooked | wrong,drkameleon
曲,7,2509,noun,qǔ | qū,tune | song | yeast | Aspergillus (includes many common molds),drkameleon
曲线,7,6445,noun,qūxiàn,curve; bend; curl; curvature | curve | curved contour; curves; curvaceous figure of a woman,kaikki
曲线,7,6445,adjective,qūxiàn,indirect; roundabout; circuitous; inexplicit,kaikki
曲线,7,6445,verb,qūxiàn,"to do something indirectly, usually in a mocking or ridiculing manner",kaikki
曲折,7,13065,adjective,qūzhé,winding; tortuous; twisting and turning | complicated; convoluted; tortuous; having many twists and turns,kaikki
曲子,6,10200,noun,qǔzi,tune; melody; song; piece,kaikki
驱动,7,11197,verb,qūdòng,to drive; to propel | to urge; to spur; to prompt; to drive,kaikki
驱动,7,11197,noun,qūdòng,drive (vehicle wheel); drive mechanism (tape or disk),kaikki
驱逐,7,10878,verb,qūzhú,to expel; to banish; to deport; to drive (out),kaikki
屈服,7,11097,verb,qūfú,to surrender; to yield; to concede | to yield,kaikki
趋势,4,6576,noun,qūshì,trend; tendency,kaikki
趋于,7,19589,verb,qūyú,to tend towards; to incline towards,kaikki
渠道,6,5503,noun,qúdào,ditch; trench; canal; channel | channel; medium; means,kaikki
取,2,1198,verb,qǔ,to take | to get | to choose | to fetch,drkameleon
取代,7,5252,verb,qǔdài,to supersede; to replace; to supplant; to substitute,kaikki
取得,2,1609,verb,qǔdé,to gain; to obtain,kaikki
取缔,7,19774,verb,qǔdì,"to ban; to prohibit (publications, customs, etc.); to outlaw; to suppress (violators)",kaikki
取而代之,7,16470,verb,qǔ ér dài zhī,(idiom) to replace; to supersede; to take its (or her etc) place,drkameleon
取而代之,7,16470,idiom,qǔ'érdàizhī,to take the place of; to substitute for; to replace,kaikki
取经,7,27807,verb,qǔjīng,to go on a pilgrimage trip to India to acquire Buddhist scriptures | to learn from other's experience,kaikki
取决于,7,4910,verb,qǔjuéyú,to depend on; to rely on,kaikki
取款,6,15011,verb,qǔkuǎn,to withdraw money (from a bank),kaikki
取款机,6,1000000,noun,qǔkuǎnjī,automated teller machine,kaikki
取暖,7,12354,verb,qǔnuǎn,to warm oneself up; to keep warm,kaikki
取胜,7,8513,verb,qǔshèng,to win victory; to score a success,kaikki
取消,3,1880,verb,qǔxiāo,to cancel,kaikki
取笑,7,15306,verb,qǔxiào,to ridicule; to make fun of; to poke fun at,kaikki
娶,7,3752,verb,qǔ,to take a wife | to marry (a woman),drkameleon
去,1,38,verb,qù,to go | to go to (a place) | (of a time etc) last | just passed | to send | to remove | to get rid of | to reduce | to be apart from in space or time | to die (euphemism) | to play (a part) | (when used either before or after a verb) to go in order to do sth | (after a verb of motion indicates movement away from the speaker),drkameleon
去除,7,10988,verb,qùchú,to get rid of; to remove; to do away with,kaikki
去处,7,15356,noun,qùchù,place one has gone to; whereabouts; location | place (to go to); site; destination,kaikki
去掉,6,8984,verb,qùdiào,to remove; to get rid of; to do away with,kaikki
去年,1,933,noun,qùnián,last year,kaikki
去世,3,3502,verb,qùshì,to pass away; to die,kaikki
去向,7,10857,noun,qùxiàng,whereabouts; where somebody has gone or is going,kaikki
趣味,7,12898,noun,qùwèi,interest; delight | taste; liking; preference,kaikki
趣味,7,12898,adjective,qùwèi,interesting | cute; adorable,kaikki
圈,4,1517,verb,juān | juàn | quān,to confine | to lock up | to pen in | to surround; to circle,drkameleon
圈,4,1517,noun,juān | juàn | quān,"livestock enclosure; pen; fold; sty | circle; ring; loop | classifier for loops, orbits, laps of race etc",drkameleon
圈套,7,13626,noun,quāntào,snare; trap,kaikki
圈子,7,7760,noun,quānzi,circle; ring | community; clique; social circle | scope | queen (Q) | earring | pork intestine,kaikki
全,2,404,adjective,quán,all | whole | entire | every | complete,drkameleon
全部,2,718,numeral,quán bù,whole; all,drkameleon
全部,2,718,noun,quánbù,all; everything; whole; entirety,kaikki
全部,2,718,adjective,quánbù,entire; whole,kaikki
全部,2,718,adverb,quánbù,all; entirely; completely; fully; totally,kaikki
全场,3,5847,noun,quánchǎng,everyone present; the house; entire audience,kaikki
全程,7,8061,noun,quánchéng,whole journey; whole course | entire process,kaikki
全都,5,3132,adverb,quándōu,all; without exception,kaikki
全方位,7,11781,noun,quánfāngwèi,omnidirection | comprehensiveness,kaikki
全方位,7,11781,adjective,quánfāngwèi,omnidirectional | comprehensive; all-purpose; all-around; well-rounded; multifarious; all-inclusive; holistic,kaikki
全国,2,1228,noun,quánguó,the whole country; the entire nation,kaikki
全国,2,1228,adjective,quánguó,national,kaikki
全家,2,4632,noun,quánjiā,entire family; whole family,kaikki
全局,7,10030,noun,quánjú,overall situation; whole picture | being global,kaikki
全力,6,3164,adjective,quán lì,with all one's strength,drkameleon
全力,6,3164,noun,quánlì,all of one's might; all one can do,kaikki
全力,6,3164,adverb,quánlì,with all of one's might; with one's best,kaikki
全力以赴,7,9514,verb,quán lì yǐ fù,to do at all costs | to make an all-out effort,drkameleon
全力以赴,7,9514,idiom,quánlìyǐfù,to do all one can; to do one's utmost; to spare no effort; to go all-out,kaikki
全面,3,2552,adjective,quánmiàn,comprehensive; all-out; all-encompassing; overall; all-round; full,kaikki
全面,3,2552,noun,quánmiàn,overall situation; all aspects,kaikki
全面,3,2552,adverb,quánmiàn,fully; completely; entirely,kaikki
全能,7,10964,noun,quán néng,omnipotent | all-round | strong in every area,drkameleon
全能,7,10964,adjective,quánnéng,almighty; all-powerful; omnipotent | all-round,kaikki
全年,2,15123,noun,quánnián,whole year,kaikki
全球,3,1858,noun,quánqiú,whole world; entire world; globe,kaikki
全身,2,3082,noun,quánshēn,full body; the whole body,kaikki
全身,2,3082,verb,quánshēn,to keep one's own body intact; to keep oneself alive; to save one's own skin,kaikki
全世界,5,2337,noun,quánshìjiè,the whole world,kaikki
全世界,5,2337,adjective,quánshìjiè,worldwide; universal; of the world,kaikki
全体,2,3036,noun,quántǐ,all; entirety; en masse; whole | whole body,kaikki
全文,7,24504,noun,quánwén,full text,kaikki
全心全意,7,11148,idiom,quánxīnquányì,wholeheartedly; without reservation,kaikki
全新,6,2862,adjective,quánxīn,brand new; completely new,kaikki
全长,7,23343,noun,quáncháng,total length; span,kaikki
权,6,1198,noun,quán,authority | power | right | (literary) to weigh | expedient | temporary,drkameleon
权衡,7,17687,verb,quánhéng,to weigh; to balance,kaikki
权衡,7,17687,noun,quánhéng,sliding weight and weighing rod; tools for weighing things | power; authority,kaikki
权力,6,2229,noun,quánlì,power; authority,kaikki
权利,4,1696,noun,quánlì,power and wealth | right; entitlement,kaikki
权威,7,5493,noun,quánwēi,power and prestige; authority | authority (thing or person of authority),kaikki
权威,7,5493,adjective,quánwēi,authoritative,kaikki
权益,7,6690,noun,quányì,rights and interests; rights and benefits; entitlements; equity,kaikki
泉,5,7156,noun,quán,spring (small stream) | mouth of a spring | coin (archaic),drkameleon
拳,7,3246,noun,quán,fist | boxing,drkameleon
拳头,7,7826,noun,quántou,fist | martial art that involves using only one's hands and legs (and not other weapons),kaikki
犬,6,4105,other,quǎn,dog,drkameleon
劝,5,3745,verb,quàn,to advise | to urge | to try to persuade | to exhort | to console | to soothe,drkameleon
劝告,7,20177,verb,quàngào,to advise; to recommend; to counsel,kaikki
劝告,7,20177,noun,quàngào,advice; recommendation; counsel,kaikki
劝说,7,12642,verb,quànshuō,to persuade; to advise,kaikki
劝阻,7,21438,verb,quànzǔ,to dissuade somebody from; to advise somebody not to; to discourage,kaikki
券,6,6835,other,quàn,"bond (esp. document split in two, with each party holding one half) | contract | deed (i.e. title deeds) | ticket | voucher | certificate",drkameleon
缺,3,2448,verb,quē,deficiency | lack | scarce | vacant post | to run short of,drkameleon
缺点,3,5178,noun,quēdiǎn,fault; defect; drawback,kaikki
缺乏,5,2593,verb,quēfá,to lack; to be deficient in; to be short of,kaikki
缺口,7,11446,noun,quēkǒu,"breach; gap; opening; break | notch | gap; shortfall; deficiency (of funds, materials, etc.) | open jaw",kaikki
缺口,7,11446,verb,quēkǒu,to break; to crack,kaikki
缺少,3,4326,verb,quēshǎo,to lack; to be short of; to miss,kaikki
缺失,7,12865,noun,quēshī,deficiency; shortcoming; defect; hiatus,kaikki
缺失,7,12865,verb,quēshī,to lack; to be missing; to be lost; to be deficient,kaikki
缺席,7,9842,verb,quēxí,to be absent,kaikki
缺陷,6,5536,noun,quēxiàn,defect (especially a physical or mental defect); flaw; deficiency; deficit; error,kaikki
瘸,6,19513,verb,qué,lame,drkameleon
却,4,199,adverb,què,but | yet | however | while | to go back | to decline | to retreat | nevertheless | even though,drkameleon
却是,6,1000000,adverb,què shì,nevertheless | actually | the fact is ...,drkameleon
却是,6,1000000,verb,quèshì,is indeed; indeed is; it is in fact,kaikki
确保,3,1674,verb,quèbǎo,to ensure; to guarantee; to make sure,kaikki
确定,3,651,verb,quèdìng,to fix; to determine; to establish; to confirm; to make sure,kaikki
确定,3,651,adjective,quèdìng,fixed; certain; sure,kaikki
确立,5,12943,verb,quèlì,to establish; to set up,kaikki
确切,7,5982,adjective,quèqiè,definite; exact; precise | true; truthful; reliable | stubborn; persistent,kaikki
确认,4,2006,verb,quèrèn,to confirm; to verify; to affirm; to acknowledge,kaikki
确实,3,850,adverb,quèshí,indeed; really,kaikki
确实,3,850,adjective,quèshí,certain; true; real,kaikki
确实,3,850,interjection,quèshí,Indeed! (Possibly influenced by Japanese 確かに.),kaikki
确信,7,9028,verb,quèxìn,to firmly believe; to be certain,kaikki
确信,7,9028,noun,quèxìn,definite news; reliable information,kaikki
确凿,7,17369,adjective,quèzáo,conclusive; irrefutable; definite,kaikki
确诊,7,9753,verb,quèzhěn,to make a definitive diagnosis; to diagnose,kaikki
裙子,3,5466,noun,qúnzi,skirt; dress,kaikki
群,3,1165,noun,qún,"group | crowd | flock, herd, pack etc",drkameleon
群体,5,5755,noun,qúntǐ,group; community; collective (especially one whose members have a common purpose) | population (of a species); colony,kaikki
群众,5,3975,noun,qúnzhòng,the general public; civilians | crowd of people | the masses; the people | non-party members,kaikki
然而,4,1818,conjunction,rán'ér,but; yet,kaikki
然后,2,275,conjunction,ránhòu,then; after that; afterwards; and,kaikki
燃放,7,24304,verb,ránfàng,"to let off (firecrackers, fireworks, etc.); to set off",kaikki
燃料,4,5829,noun,ránliào,fuel,kaikki
燃气,7,18804,noun,ránqì,gas (fuel),kaikki
燃烧,4,4624,verb,ránshāo,to burn; to combust | to excite | to heat up (by burning or boiling),kaikki
燃油,7,11633,noun,rányóu,fuel oil,kaikki
染,5,4175,verb,rǎn,to dye | to catch (a disease) | to acquire (bad habits etc) | to contaminate | to add color washes to a painting,drkameleon
嚷,7,13472,verb,rǎng,to shout | to bellow | to make a big deal of sth | to make a fuss about sth,drkameleon
让,2,54,verb,ràng,"to yield | to permit | to let sb do sth | to have sb do sth | to make sb (feel sad etc) | by (indicates the agent in a passive clause, like 被)",drkameleon
让步,7,10734,verb,ràngbù,to relent; to give in; to yield; to compromise; to concede; to make a concession,kaikki
让座,6,33457,verb,ràngzuò,to offer one's seat to someone | to invite guests to be seated,kaikki
饶,7,7774,verb,ráo,rich | abundant | exuberant | to add for free | to throw in as bonus | to spare | to forgive | despite | although,drkameleon
饶恕,7,24201,verb,ráoshù,to forgive; to pardon,kaikki
扰乱,7,9719,verb,rǎoluàn,to throw into disorder; to disturb; to harass; to disrupt; to perturb,kaikki
扰乱,7,9719,adjective,rǎoluàn,in a state of turmoil,kaikki
绕,5,3312,verb,rào,to wind | to coil (thread) | to rotate around | to spiral | to move around | to go round (an obstacle) | to by-pass | to make a detour | to confuse | to perplex | to spiral | to move around | to go round (an obstacle) | to by-pass | to make a detour,drkameleon
绕行,7,22711,verb,ràoxíng,to detour; to make a detour | to rotate around,kaikki
惹,7,3183,verb,rě,to provoke | to irritate | to vex | to stir up | to anger | to attract (troubles) | to cause (problems),drkameleon
惹祸,6,29923,verb,rěhuò,to stir up trouble; to invite disaster,kaikki
热,1,938,verb,rè,to warm up | to heat up,drkameleon
热,1,938,adjective,rè,hot (of weather) | fervent,drkameleon
热,1,938,noun,rè,heat,drkameleon
热爱,3,4185,verb,rè'ài,to have a passion for; to have a deep love for; to love with all one's heart,kaikki
热潮,7,12716,noun,rècháo,upsurge; craze; fever,kaikki
热带,7,8536,noun,rèdài,torrid zone; the tropics,kaikki
热点,6,10916,noun,rèdiǎn,hot topic; subject of debate; point of discussion; focus point | hot spot | hot spot,kaikki
热泪盈眶,6,25380,idiom,rèlèiyíngkuàng,to be moved to tears,kaikki
热量,5,8063,noun,rèliàng,heat; amount of heat | calories; energy (in food),kaikki
热烈,3,4022,adjective,rèliè,enthusiastic; warm; ardent; animated,kaikki
热门,5,6594,adjective,rèmén,popular; in vogue; hot,kaikki
热闹,4,6073,adjective,rènao,bustling; lively; filled with activity,kaikki
热闹,4,6073,noun,rènao,excitement; fun,kaikki
热闹,4,6073,verb,rènao,to have fun,kaikki
热气,7,17239,noun,rèqì,steam; heat | passion; enthusiasm; hype | internal heat | food that increases internal heat (e.g. deep-fried food),kaikki
热气,7,17239,adjective,rèqì,suffering from excessive internal heat | increasing internal heat | fresh; unfrozen,kaikki
热气球,7,19181,noun,rèqìqiú,hot-air balloon,kaikki
热情,2,2149,adjective,rèqíng,enthusiastic; warm; ardent; animated,kaikki
热情,2,2149,noun,rèqíng,enthusiasm; devotion; zeal; warmheartedness,kaikki
热水,6,7195,noun,rèshuǐ,hot water,kaikki
热水,6,7195,verb,rèshuǐ,to heat up water,kaikki
热水器,6,18075,noun,rèshuǐqì,hot water heater (for domestic use); geyser,kaikki
热腾腾,7,24091,adjective,rèténgténg,steaming hot | bustling; lively; full of excitement,kaikki
热线,6,4084,noun,rèxiàn,hotline (telephone line that is able to give immediate assistance) | hot route | infrared,kaikki
热心,4,7849,adjective,rèxīn,enthusiastic,kaikki
热心,4,7849,verb,rèxīn,to be enthusiastic in promoting,kaikki
热衷,7,12985,verb,rèzhōng,to hanker after; to crave | to be fond of; to be keen on; to be enthusiastic in; to be engrossed in; to be passionate about,kaikki
人,1,19,noun,rén,person; people,drkameleon
人才,3,2673,noun,réncái,talent; abilities that make one an asset | talented individual; skilled or trained individual (in education or employment); qualified personnel | attractive appearance or looks,kaikki
人次,7,37900,classifier,réncì,Classifier for sum of numbers of people for each time.,kaikki
人道,7,12917,noun,réndào,humanity; humanitarianism; human sympathy | ethics; morality; way of living | hierarchical relationship between people in ancient Chinese feudal society | sexual intercourse | male genitals; penis | humanity; human realm,kaikki
人道,7,12917,adjective,réndào,humane; humanitarian,kaikki
人格,7,5144,noun,réngé,personality; character | integrity | human dignity,kaikki
人工,3,5772,noun,réngōng,manual work; labour | man-day | manpower | pay; salary | worker; labourer; coolie | working hours,kaikki
人工,3,5772,adjective,réngōng,man-made; artificial | human; manual,kaikki
人工智能,7,23584,noun,réngōng zhìnéng,artificial intelligence,kaikki
人家,4,1850,noun,rénjiā,family; household | dwelling | family of a girl's betrothed | Used after a noun to specify a type of person.,kaikki
人家,4,1850,pronoun,rénjia,others (i.e. besides the speaker and the listener); everybody else | someone specific that the speaker does not wish to name explicitly: he; she; they | I; me (first-person singular pronoun),kaikki
人间,5,5471,noun,rénjiān,the human world; the world of mortals,kaikki
人均,7,20794,adjective,rénjūn,per capita; average,kaikki
人口,2,2767,noun,rénkǒu,population (people living within a political or geographical boundary) | number of people in a family | mouths to feed | people (in general contexts),kaikki
人类,3,1038,noun,rénlèi,humanity; humans; humankind; the human race; hominid,kaikki
人力,5,7315,noun,rénlì,"manpower; human power | human strength | human effort | economically active population, including employed and unemployed",kaikki
人们,2,474,noun,rénmen,people; everybody,kaikki
人民,3,970,noun,rénmín,"people (collectively, as members of society) | humanity; humans (as a collective); humankind; the human race",kaikki
人民币,3,21641,noun,rénmínbì,renminbi (currency in the People's Republic of China),kaikki
人品,7,10830,noun,rénpǐn,"one's character, especially the quality of it | one's appearance; looks | luck; good luck",kaikki
人气,7,10467,noun,rénqì,presence of people | personality; character | popularity,kaikki
人气,7,10467,adjective,rénqì,popular,kaikki
人情,7,7358,noun,rénqíng,"human sentiment; natural human feelings; inherent goodness of human nature | friends and relationships; personal connections; people with which one has curried favor | courtesy; etiquette; civility | favour (kind or helpful deed) | gift; present | customary wedding gift money paid by the guest who receives the invitation, whether the guest will attend or not",kaikki
人权,6,7841,noun,rénquán,human right; human rights,kaikki
人群,3,2966,noun,rénqún,crowd; drove (of people); demographic; population (group of people) | people in society; the general public; the community at large,kaikki
人身,7,7914,noun,rénshēn,the human body,kaikki
人身,7,7914,adjective,rénshēn,"personal (of freedom, liberty, safety, etc.)",kaikki
人生,3,926,noun,rénshēng,life (i.e. human life),kaikki
人士,5,2129,noun,rénshì,public figure; personage | person (member a group of people which share a particular attribute); individual | scholar; intellectual; man of letters | the people; the general populace,kaikki
人事,7,7842,noun,rénshì,men's behaviours; the reach of one's ability; what is humanly possible | human affairs; ways of the world; facts of life | consciousness of the (outside) world | personnel matters; human resources | social activity; social intercourse | gift; present | man-caused turmoil; unrest | sexual awareness; sexual passion | A combination 三中 in the Lingqijing.,kaikki
人手,7,8837,noun,rénshǒu,human hand | manpower; staff,kaikki
人数,2,3139,noun,rénshù,number of people; headcount,kaikki
人体,7,3594,noun,réntǐ,human body; human organism,kaikki
人为,7,9224,noun,rén wéi,artificial | man-made | human attempt or effort,drkameleon
人为,7,9224,adjective,rénwéi,artificial; man-made; contrived,kaikki
人为,7,9224,verb,rénwéi,to have a human cause | to require human effort,kaikki
人文,7,18807,noun,rénwén,"humanities; letters; belles-lettres (as in ""science and letters"") | human affairs | culture; the arts",kaikki
人物,5,1410,noun,rénwù,figure; personage | character (in a story) | personnel | figure painting; painting of a person; portrait | demeanour | people and things,kaikki
人行道,7,10935,noun,rénxíngdào,sidewalk; pavement; footpath,kaikki
人性,7,5302,noun,rénxìng,human nature; humanity | normal human feelings; reason,kaikki
人选,7,5303,noun,rénxuǎn,candidate; person selected,kaikki
人员,3,671,noun,rényuán,staff; personnel; employee; worker; officer | person (of a particular type),kaikki
人造,7,9994,adjective,rén zào,man-made | artificial | synthetic,drkameleon
人造,7,9994,noun,rénzào,artificial; man-made,kaikki
人质,7,5750,noun,rénzhì,hostage,kaikki
仁慈,7,14134,adjective,réncí,humane; merciful; benevolent; kind,kaikki
忍,5,2712,verb,rěn,to bear | to endure | to tolerate | to restrain oneself,drkameleon
忍不住,5,4096,verb,rěnbùzhù,to be unable to bear | to be unable to help (from doing something),kaikki
忍耐,7,9047,verb,rěnnài,to endure; to bear; to be patient,kaikki
忍受,5,4498,verb,rěnshòu,to bear; to endure; to tolerate,kaikki
忍心,7,11017,verb,rěnxīn,to have the heart to; to be hardhearted enough to,kaikki
认,5,3212,verb,rèn,to recognize | to know | to admit,drkameleon
认出,3,6504,verb,rènchū,to recognise; to identify; to make out,kaikki
认错,7,11871,verb,rèncuò,to admit a mistake; to acknowledge an error | to misidentify; to mistake,kaikki
认得,3,9203,verb,rènde,to recognize (a person) | to know,kaikki
认定,5,4272,verb,rèndìng,to firmly believe; to maintain | to confirm; to establish | to authorize; to approve | to think; to believe,kaikki
认可,3,5077,verb,rènkě,to approve; to acknowledge; to validate,kaikki
认识,1,463,verb,rènshi,to know (somebody); to be acquainted with | to recognize (somebody or something) | to know; to understand; to be familiar with | to be aware of; to appreciate,kaikki
认识,1,463,noun,rènshi,knowledge; understanding; cognition,kaikki
认同,6,5855,verb,rèntóng,to approve; to recognize; to endorse | to identify with,kaikki
认同,6,5855,noun,rèntóng,identification; identity,kaikki
认为,2,168,verb,rènwéi,to think (that); to believe (that); to be of the opinion (that); to hold the view (that),kaikki
认真,1,1020,adjective,rènzhēn,meticulous; conscientious,kaikki
认真,1,1020,verb,rènzhēn,to take seriously; to take to heart,kaikki
认真,1,1020,adverb,rènzhēn,seriously; earnestly; conscientiously; meticulously,kaikki
认证,7,7871,verb,rènzhèng,to authenticate; to certify (a document); to approve (a product); to attest (a will); to authorize,kaikki
认知,7,8061,verb,rènzhī,to acknowledge,kaikki
认知,7,8061,noun,rènzhī,cognition,kaikki
认知,7,8061,adjective,rènzhī,cognitive,kaikki
任,3,1943,verb,rèn,to assign | to appoint | to take up a post | to let | to allow | to give free rein to,drkameleon
任,3,1943,noun,rèn,"office | responsibility | classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)",drkameleon
任,3,1943,adverb,rèn,"no matter (how, what etc)",drkameleon
